"Department.Code","Department.Name","Program.Code","Program.Name","Fund.Code","Source.Fund.Code","Source.Fund.Name","Account.Code","Account.Name","Budget","Positions"
"84","Bureau of Street Lighting","8402","System Operation, Maintenance, and Repair","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",94
"84","Bureau of Street Lighting","8402","System Operation, Maintenance, and Repair","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"84","Bureau of Street Lighting","8403","Street Lighting Assessment","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",11
"84","Bureau of Street Lighting","8450","General Administration and Support","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",25
"86","Bureau of Street Services","8601","Weed Abatement, Brush, and Debris Removal","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",25
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",63
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",4
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",2
"86","Bureau of Street Services","8603","Street Cleaning","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",12.32
"86","Bureau of Street Services","8603","Street Cleaning","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",99.68
"86","Bureau of Street Services","8604","Street Tree and Parkway Maintenance","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",8.64
"86","Bureau of Street Services","8604","Street Tree and Parkway Maintenance","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",87.36
"86","Bureau of Street Services","8605","Maintaining Streets","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",14.88
"86","Bureau of Street Services","8605","Maintaining Streets","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",109.12
"86","Bureau of Street Services","8606","Pavement Preservation","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",1
"86","Bureau of Street Services","8606","Pavement Preservation","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",74
"86","Bureau of Street Services","8606","Pavement Preservation","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",142
"86","Bureau of Street Services","8606","Pavement Preservation","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",121
"86","Bureau of Street Services","8607","Street Improvement Construction","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",1.64
"86","Bureau of Street Services","8607","Street Improvement Construction","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",80.36
"86","Bureau of Street Services","8607","Street Improvement Construction","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",101
"86","Bureau of Street Services","8650","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",57
"87","Zoo","8701","Animal General Care","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",1
"87","Zoo","8701","Animal General Care","100","100","General Fund","POSCOMM","Commissioner Positions","2014-15 Adopted Budget",5
"87","Zoo","8701","Animal General Care","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",102
"87","Zoo","8701","Animal General Care","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"87","Zoo","8702","Animal Health Care","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",17
"87","Zoo","8703","Admissions","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",1
"87","Zoo","8703","Admissions","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",12
"87","Zoo","8704","Grounds Maintenance","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",22
"87","Zoo","8705","Custodial Services","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",11
"87","Zoo","8706","Public Relations and Marketing","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",5
"87","Zoo","8707","Education","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",11
"87","Zoo","8708","Planning, Development and Construction","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",3
"87","Zoo","8708","Planning, Development and Construction","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",26
"87","Zoo","8749","Technology Support","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",2
"87","Zoo","8750","General Administration and Support","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",19
"88","Recreation and Parks","8801","Museums and Educational","302","302","Recreation and Parks Other Revenue","POSCOMM","Commissioner Positions","2014-15 Adopted Budget",5
"88","Recreation and Parks","8801","Museums and Educational","302","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",43
"88","Recreation and Parks","8802","Griffith Observatory","302","302","Recreation and Parks Other Revenue","POSAN","As Needed Positions","2014-15 Adopted Budget",4
"88","Recreation and Parks","8802","Griffith Observatory","302","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",23
"88","Recreation and Parks","8802","Griffith Observatory","302","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"88","Recreation and Parks","8807","Aquatics","302","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",46
"88","Recreation and Parks","8809","Building and Facilities Maintenance","302","302","Recreation and Parks Other Revenue","POSAN","As Needed Positions","2014-15 Adopted Budget",9
"88","Recreation and Parks","8809","Building and Facilities Maintenance","302","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",156
"88","Recreation and Parks","8810","Land Maintenance","302","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",613
"88","Recreation and Parks","8810","Land Maintenance","302","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",13
"88","Recreation and Parks","8811","Capital Projects and Planning","302","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",24
"88","Recreation and Parks","8811","Capital Projects and Planning","302","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",2
"88","Recreation and Parks","8812","Expo Center","302","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",31
"88","Recreation and Parks","8813","Partnerships, Grants, and Sponsorships","302","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",15
"88","Recreation and Parks","8813","Partnerships, Grants, and Sponsorships","302","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",2
"88","Recreation and Parks","8820","Recreational Programming","302","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",309
"88","Recreation and Parks","8820","Recreational Programming","302","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",4
"88","Recreation and Parks","8821","Venice Beach","302","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",15
"88","Recreation and Parks","8849","Information Technology","302","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",51
"88","Recreation and Parks","8850","General Administration and Support","302","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",41
"88","Recreation and Parks","8850","General Administration and Support","302","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"94","Transportation","9401","Sustainable Transportation","100","100","General Fund","POSCOMM","Commissioner Positions","2014-15 Adopted Budget",12
"94","Transportation","9401","Sustainable Transportation","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",23
"94","Transportation","9402","Transit Planning and Land Use","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",2
"94","Transportation","9402","Transit Planning and Land Use","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",18
"94","Transportation","9402","Transit Planning and Land Use","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",3
"94","Transportation","9403","Transportation Infrastructure and Project Delivery","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",6
"94","Transportation","9403","Transportation Infrastructure and Project Delivery","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",32
"94","Transportation","9403","Transportation Infrastructure and Project Delivery","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",41
"94","Transportation","9404","Parking Facilities, Meters, and Operations","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",64
"94","Transportation","9404","Parking Facilities, Meters, and Operations","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",1
"94","Transportation","9404","Parking Facilities, Meters, and Operations","100","XXX","DEFAULT SPECIAL FUND","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",7
"94","Transportation","9404","Parking Facilities, Meters, and Operations","100","XXX","DEFAULT SPECIAL FUND","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",2
"94","Transportation","9405","Parking Enforcement Services","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",1
"94","Transportation","9405","Parking Enforcement Services","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",759
"94","Transportation","9405","Parking Enforcement Services","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2014-15 Adopted Budget",4
"94","Transportation","9407","Streets and Sign Management","100","100","General Fund","POSAN","As Needed Positions","2014-15 Adopted Budget",1
"94","Transportation","9407","Streets and Sign Management","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2014-15 Adopted Budget",7
