Department Code,Department Name,Program Code,Program Name,Fund Code,Fund Name,Source Fund Code,Source Fund Name,Budget Request Description,Budget Request Category,Budget Object Code,Audit Budget Object Name,One Time/ On-going,2021-22 (Proposed) Incremental change from 2020-21 Adopted Budget,2021-22 (Adopted) Incremental change from 2020-21 Adopted Budget
12,City Attorney,1201,Criminal and Special Litigation,100,General Fund,55R,Code Compliance Fund (Sch. 53),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,89285,89285
12,City Attorney,1201,Criminal and Special Litigation,100,General Fund,55R,Code Compliance Fund (Sch. 53),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-7023,-7023
12,City Attorney,1201,Criminal and Special Litigation,100,General Fund,55R,Code Compliance Fund (Sch. 53),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,25677,25677
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-237644,-237644
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,22489,22489
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Bar Dues,3-Continuation of Services,002060,Bar Dues,BB,4174,4174
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Budget and Finance Committee Report Item No. 33,10-Other Changes or Adjustments,001010,Salaries General,01,,1432678
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Claims and Risk Management Division Support,3-Continuation of Services,001010,Salaries General,01,62140,62140
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Continuing Education Stipend,3-Continuation of Services,001010,Salaries General,01,63750,63750
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Continuing Education Stipend,3-Continuation of Services,006010,Office and Administrative ,01,25723,25723
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-1567651,-1567651
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,006010,Office and Administrative ,BB,-17025,-17025
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Deletion of One-Time Salary Funding,2-Deletion of One-Time Services,001010,Salaries General,BB,-548091,-548091
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,3882741,3882741
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,General Litigation Support,3-Continuation of Services,001010,Salaries General,01,145397,145397
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Police Litigation Division,3-Continuation of Services,001010,Salaries General,01,475059,475059
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Program Realignment,10-Other Changes or Adjustments,003040,Contractual Services,BB,-17321,-17321
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Risk Management Division,3-Continuation of Services,001010,Salaries General,01,835172,835172
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-71408,-71408
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-519117,-519117
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Separation Incentive Program - Alternative Reduction,12-Separation Incentive Program,001010,Salaries General,01,-325862,-325862
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,466603,466603
12,City Attorney,1202,Civil Liability Management,100,General Fund,100,General Fund,Telecommunications Funding Realignment,10-Other Changes or Adjustments,001010,Salaries General,BB,17466,17466
12,City Attorney,1202,Civil Liability Management,100,General Fund,342,Telecommunications Development Account (Sch. 20),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-157,-157
12,City Attorney,1202,Civil Liability Management,100,General Fund,342,Telecommunications Development Account (Sch. 20),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,13,13
12,City Attorney,1202,Civil Liability Management,100,General Fund,342,Telecommunications Development Account (Sch. 20),Deletion of One-Time Salary Funding,2-Deletion of One-Time Services,001010,Salaries General,BB,-505,-505
12,City Attorney,1202,Civil Liability Management,100,General Fund,342,Telecommunications Development Account (Sch. 20),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,2494,2494
12,City Attorney,1202,Civil Liability Management,100,General Fund,342,Telecommunications Development Account (Sch. 20),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-174,-174
12,City Attorney,1202,Civil Liability Management,100,General Fund,342,Telecommunications Development Account (Sch. 20),Telecommunications Funding Realignment,10-Other Changes or Adjustments,001010,Salaries General,BB,-17466,-17466
12,City Attorney,1202,Civil Liability Management,100,General Fund,508,Solid Waste Resources Revenue Fund (Sch. 2),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-1551,-1551
12,City Attorney,1202,Civil Liability Management,100,General Fund,508,Solid Waste Resources Revenue Fund (Sch. 2),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,177,177
12,City Attorney,1202,Civil Liability Management,100,General Fund,508,Solid Waste Resources Revenue Fund (Sch. 2),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,17012,17012
12,City Attorney,1202,Civil Liability Management,100,General Fund,508,Solid Waste Resources Revenue Fund (Sch. 2),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,2539,2539
12,City Attorney,1202,Civil Liability Management,100,General Fund,550,City Attorney Consumer Protection Fund (Sch. 29),Affirmative Litigation Support,3-Continuation of Services,001010,Salaries General,01,656765,656765
12,City Attorney,1202,Civil Liability Management,100,General Fund,550,City Attorney Consumer Protection Fund (Sch. 29),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-1326511,-1326511
12,City Attorney,1202,Civil Liability Management,100,General Fund,550,City Attorney Consumer Protection Fund (Sch. 29),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,132120,132120
12,City Attorney,1202,Civil Liability Management,100,General Fund,550,City Attorney Consumer Protection Fund (Sch. 29),Qui Tam Affirmative Litigation,3-Continuation of Services,001010,Salaries General,01,375291,375291
12,City Attorney,1202,Civil Liability Management,100,General Fund,760,Sewer Operations & Maintenance Fund (Sch. 14),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-232,-232
12,City Attorney,1202,Civil Liability Management,100,General Fund,760,Sewer Operations & Maintenance Fund (Sch. 14),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,20,20
12,City Attorney,1202,Civil Liability Management,100,General Fund,760,Sewer Operations & Maintenance Fund (Sch. 14),Deletion of One-Time Salary Funding,2-Deletion of One-Time Services,001010,Salaries General,BB,-434,-434
12,City Attorney,1202,Civil Liability Management,100,General Fund,760,Sewer Operations & Maintenance Fund (Sch. 14),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,2701,2701
12,City Attorney,1202,Civil Liability Management,100,General Fund,760,Sewer Operations & Maintenance Fund (Sch. 14),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-400,-400
12,City Attorney,1202,Civil Liability Management,100,General Fund,761,Sewer Capital Fund (Sch. 14),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-232,-232
12,City Attorney,1202,Civil Liability Management,100,General Fund,761,Sewer Capital Fund (Sch. 14),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,20,20
12,City Attorney,1202,Civil Liability Management,100,General Fund,761,Sewer Capital Fund (Sch. 14),Deletion of One-Time Salary Funding,2-Deletion of One-Time Services,001010,Salaries General,BB,-434,-434
12,City Attorney,1202,Civil Liability Management,100,General Fund,761,Sewer Capital Fund (Sch. 14),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,2701,2701
12,City Attorney,1202,Civil Liability Management,100,General Fund,761,Sewer Capital Fund (Sch. 14),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-400,-400
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-255797,-255797
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,21999,21999
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,Bar Dues,3-Continuation of Services,002060,Bar Dues,BB,6237,6237
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,Budget and Finance Committee Report Item No. 33,10-Other Changes or Adjustments,001010,Salaries General,01,,384343
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,City Infrastructure Development Support,3-Continuation of Services,001010,Salaries General,01,187646,187646
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,Continuing Education Stipend,3-Continuation of Services,001010,Salaries General,01,93000,93000
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,Continuing Education Stipend,3-Continuation of Services,006010,Office and Administrative ,01,38439,38439
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-1516024,-1516024
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,Deletion of One-Time Expense Funding,2-Deletion of One-Time Services,006010,Office and Administrative ,BB,-17742,-17742
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,Deletion of One-Time Salary Funding,2-Deletion of One-Time Services,001010,Salaries General,BB,-730765,-730765
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,Foreclosure Registry Program,3-Continuation of Services,001010,Salaries General,01,6240,6240
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,4189102,4189102
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,Funding Realignment,10-Other Changes or Adjustments,001010,Salaries General,BB,-246418,-246418
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,Office of Wage Standards Support,3-Continuation of Services,001010,Salaries General,01,616339,616339
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,Parking Meters and Facilities Division,3-Continuation of Services,001010,Salaries General,01,138201,138201
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,Program Realignment,10-Other Changes or Adjustments,003040,Contractual Services,BB,48208,48208
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,Proposition HHH Legal Support,3-Continuation of Services,001010,Salaries General,01,355995,355995
12,City Attorney,1203,Municipal Law,100,General Fund,100,General Fund,Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-34945,-34945
